,var1,var2,correlation
38,feature_21,feature_31,0.9590130640518572
128,feature_75,feature_76,0.9576913580423387
119,feature_73,feature_74,0.9575867351925637
133,feature_77,feature_78,0.9574257827585586
2,feature_02,feature_03,0.9564034100927385
1,feature_00,feature_03,0.9540731951695348
48,feature_34,feature_35,0.9534317487736301
0,feature_00,feature_02,0.9526179132644311
14,feature_12,feature_67,0.9444926447625008
16,feature_12,feature_70,0.9415392275901234
46,feature_32,feature_35,0.9366755689953616
45,feature_32,feature_34,0.9349197659548568
26,feature_14,feature_69,0.9313219795273144
29,feature_14,feature_72,0.9276178371091515
95,feature_49,feature_60,0.9267611928195403
122,feature_73,feature_77,0.920212321774024
127,feature_74,feature_78,0.9188722871134881
123,feature_73,feature_78,0.9158611793712083
126,feature_74,feature_77,0.9133849271288361
85,feature_47,feature_58,0.8931036806904257
109,feature_67,feature_70,0.8923317844987947
20,feature_13,feature_68,0.8864434798100153
88,feature_48,feature_59,0.8831838484915102
22,feature_13,feature_71,0.8740248337799171
78,feature_46,feature_57,0.8706337496130623
75,feature_45,feature_56,0.8667276228864116
51,feature_37,feature_38,0.8656269883992577
64,feature_39,feature_50,0.8414200531384964
116,feature_69,feature_72,0.8381242050440401
135,responder_3,responder_5,0.8331727389795622
129,feature_75,feature_77,0.8331104508835496
37,feature_19,feature_66,0.8329101884085184
69,feature_42,feature_53,0.8328493688514296
132,feature_76,feature_78,0.8308433112813178
130,feature_75,feature_78,0.8286766202220793
131,feature_76,feature_77,0.8268943323639015
34,feature_18,feature_65,0.8248423317465923
44,feature_27,feature_28,0.8064161876773915
43,feature_24,feature_25,0.7834246231092438
117,feature_70,feature_72,0.7749532838812088
24,feature_14,feature_67,0.7733392297832892
39,feature_22,feature_23,0.7720242634792495
13,feature_12,feature_14,0.7698988978987044
17,feature_12,feature_72,0.7689559477014736
120,feature_73,feature_75,0.7677563972315122
125,feature_74,feature_76,0.7642471939383313
121,feature_73,feature_76,0.7620526118995568
124,feature_74,feature_75,0.7609663296342293
108,feature_67,feature_69,0.7604662096854012
18,feature_13,feature_14,0.7511597689967063
21,feature_13,feature_69,0.7484868848069913
27,feature_14,feature_70,0.741380488355874
110,feature_67,feature_72,0.7370258603211794
118,feature_71,feature_72,0.7328168938380812
66,feature_41,feature_52,0.7268610620117407
15,feature_12,feature_69,0.72673364516977
111,feature_68,feature_69,0.7255641593591297
12,feature_09,feature_11,0.724196784554635
73,feature_44,feature_55,0.7192549852824636
28,feature_14,feature_71,0.7188056864930669
134,responder_3,responder_4,0.7157324576129842
106,feature_58,feature_60,0.7090531675915732
23,feature_13,feature_72,0.6987581660044762
93,feature_49,feature_58,0.6917908971727013
138,responder_4,responder_7,0.6810298222239933
25,feature_14,feature_68,0.6748617946806319
3,feature_05,feature_07,0.6724425608207798
114,feature_69,feature_70,0.6675089439803868
112,feature_68,feature_71,0.6654118358502391
115,feature_69,feature_71,0.6614260855742566
81,feature_47,feature_49,0.6553921436920588
31,feature_16,feature_17,0.651365727987127
40,feature_22,feature_27,0.649197559274423
137,responder_4,responder_5,0.6425223806934753
86,feature_47,feature_60,0.6364785964327767
101,feature_53,feature_60,0.6253991036141912
41,feature_22,feature_28,0.6200030662632399
68,feature_42,feature_49,0.6183036795843692
91,feature_49,feature_53,0.6156119864596769
30,feature_15,feature_17,0.6077280051493915
71,feature_42,feature_60,0.604989572622433
97,feature_50,feature_60,0.5967577564865432
63,feature_39,feature_49,0.5943012835939379
90,feature_49,feature_50,0.5884945480615404
100,feature_53,feature_58,0.5871796240507351
65,feature_39,feature_60,0.580179555613819
105,feature_57,feature_58,0.5792689345348893
104,feature_56,feature_58,0.5761756683074964
32,feature_18,feature_37,0.575835361102341
6,feature_05,feature_58,0.5753326145605492
113,feature_68,feature_72,0.5731164617969438
70,feature_42,feature_58,0.572335180841179
5,feature_05,feature_47,0.5708212917913419
56,feature_37,feature_65,0.5696606282155126
9,feature_07,feature_49,0.5670705044741216
76,feature_45,feature_58,0.5663575170090671
79,feature_46,feature_58,0.5607919469676768
82,feature_47,feature_53,0.5597880119447414
107,feature_59,feature_60,0.5586040858420754
67,feature_42,feature_47,0.5584575386411463
10,feature_07,feature_60,0.5513023487009958
87,feature_48,feature_49,0.5487928259497367
11,feature_08,feature_38,0.5474088395242072
84,feature_47,feature_57,0.5468366881564495
74,feature_45,feature_47,0.5461969347819732
83,feature_47,feature_56,0.5459585297756903
7,feature_06,feature_07,0.5418606408075207
77,feature_46,feature_47,0.5369786569581415
99,feature_53,feature_55,0.5360580743071868
103,feature_55,feature_60,0.5340315567141048
94,feature_49,feature_59,0.5277789150676249
42,feature_23,feature_27,0.5189468391287311
136,responder_3,responder_6,0.5185034620330776
92,feature_49,feature_55,0.5175859756244544
89,feature_48,feature_60,0.5144459708778366
8,feature_06,feature_48,0.5130912264144935
102,feature_55,feature_59,0.5118549869873497
72,feature_44,feature_49,0.5084521051110761
19,feature_13,feature_67,0.5037408103071507
33,feature_18,feature_38,0.502459638953192
96,feature_50,feature_52,0.5006688645246937
98,feature_52,feature_59,0.5003260212431786
62,feature_38,feature_66,-0.5032451641288056
80,feature_46,feature_65,-0.5045917201926071
36,feature_19,feature_38,-0.5124231085044234
60,feature_38,feature_56,-0.5172205231109747
58,feature_38,feature_45,-0.5197434300859565
4,feature_05,feature_08,-0.5224488219453434
57,feature_37,feature_66,-0.5590442346415121
35,feature_19,feature_37,-0.5644664125110161
54,feature_37,feature_56,-0.5817029031063539
52,feature_37,feature_45,-0.5829518735835377
59,feature_38,feature_46,-0.6036907790195417
61,feature_38,feature_57,-0.6223474725154855
53,feature_37,feature_46,-0.6518333958363607
55,feature_37,feature_57,-0.6702629538070205
47,feature_32,feature_61,-0.805185002319377
50,feature_35,feature_61,-0.8207894303366892
49,feature_34,feature_61,-0.8212425604667694
