,var1,var2,correlation
46,feature_21,feature_31,0.9569251251388354
124,feature_75,feature_76,0.9567768570775554
129,feature_77,feature_78,0.9560173013625736
115,feature_73,feature_74,0.9549429806459818
64,feature_34,feature_35,0.9531587464949803
2,feature_02,feature_03,0.9434060373072535
1,feature_00,feature_03,0.9411638538348073
0,feature_00,feature_02,0.9385871657007383
10,feature_12,feature_67,0.9373783498527841
62,feature_32,feature_35,0.9356199476832585
61,feature_32,feature_34,0.9333839833503951
12,feature_12,feature_70,0.9216967684862409
21,feature_14,feature_69,0.9199003913857944
131,responder_4,responder_7,0.9175449524191386
26,feature_15,feature_17,0.9125587916301594
118,feature_73,feature_77,0.9073499946542913
123,feature_74,feature_78,0.9071055631827483
119,feature_73,feature_78,0.9016864186107194
122,feature_74,feature_77,0.9000576646740607
95,feature_49,feature_60,0.8987163832511923
130,responder_3,responder_6,0.8886123933109968
24,feature_14,feature_72,0.888369032199964
55,feature_29,feature_30,0.887574130485154
29,feature_15,feature_30,0.8742297844513254
87,feature_47,feature_58,0.8701274995043209
15,feature_13,feature_68,0.8648193981232344
32,feature_16,feature_17,0.8582002279482199
38,feature_17,feature_30,0.8579353464454025
85,feature_46,feature_57,0.8558358199930572
83,feature_45,feature_56,0.853285345136608
108,feature_67,feature_70,0.8395554416180199
67,feature_37,feature_38,0.8361069736324663
132,responder_5,responder_8,0.8351846029811221
90,feature_48,feature_59,0.8316460192428831
28,feature_15,feature_29,0.8185298775571054
37,feature_17,feature_29,0.8029648901514602
17,feature_13,feature_71,0.7988128298274485
42,feature_18,feature_65,0.7975025848808377
25,feature_15,feature_16,0.7934537810856646
125,feature_75,feature_77,0.792793504022524
128,feature_76,feature_78,0.7923822379428395
75,feature_39,feature_50,0.7904471760610133
44,feature_19,feature_66,0.7885141807166076
127,feature_76,feature_77,0.788017631828291
126,feature_75,feature_78,0.7874812834668411
54,feature_27,feature_28,0.7861002288110878
79,feature_42,feature_53,0.7853599961233335
34,feature_16,feature_30,0.7660456265683565
112,feature_69,feature_72,0.7437442309342049
8,feature_09,feature_11,0.735731643135918
9,feature_12,feature_14,0.7329073029830148
19,feature_14,feature_67,0.732898726781217
105,feature_62,feature_64,0.7297147653090668
107,feature_67,feature_69,0.7282205104091861
113,feature_70,feature_72,0.7260824833536835
60,feature_30,feature_64,0.7198756402079691
33,feature_16,feature_29,0.7157681554478658
102,feature_58,feature_60,0.7088981003775674
13,feature_12,feature_72,0.7021098695929433
116,feature_73,feature_75,0.6976343916031672
31,feature_15,feature_64,0.697157817864924
121,feature_74,feature_76,0.696749908376122
58,feature_30,feature_62,0.6944376557778007
30,feature_15,feature_62,0.6932588022944987
117,feature_73,feature_76,0.6928363274413148
120,feature_74,feature_75,0.6900406418322327
106,feature_63,feature_64,0.6870343175327599
14,feature_13,feature_14,0.6846969777708601
11,feature_12,feature_69,0.6830174640049869
40,feature_17,feature_64,0.6809590364561111
22,feature_14,feature_70,0.6792810918524816
94,feature_49,feature_58,0.6778573798969483
16,feature_13,feature_69,0.6690155772332367
53,feature_24,feature_25,0.6676927709371052
57,feature_29,feature_64,0.6634987543721483
39,feature_17,feature_62,0.6629636512586858
3,feature_05,feature_07,0.660228624733372
110,feature_68,feature_69,0.6592874286398996
114,feature_71,feature_72,0.6494154300856257
109,feature_67,feature_72,0.6444918675486259
86,feature_47,feature_49,0.6441274955635456
56,feature_29,feature_62,0.6320109658851645
88,feature_47,feature_60,0.6150042107499284
18,feature_13,feature_72,0.6128768524966236
50,feature_23,feature_29,0.6076939352761979
77,feature_41,feature_52,0.6073303845020463
36,feature_16,feature_64,0.6052644711250992
48,feature_22,feature_27,0.6042828157244562
20,feature_14,feature_68,0.6007911424134299
81,feature_44,feature_55,0.5935854705969502
23,feature_14,feature_71,0.5908146487174283
35,feature_16,feature_62,0.5841334884143626
111,feature_69,feature_70,0.5764211587239607
51,feature_23,feature_30,0.5683107156179912
103,feature_59,feature_60,0.5642748345257286
89,feature_48,feature_49,0.5529813744308774
99,feature_53,feature_60,0.5523769016929333
97,feature_50,feature_60,0.5432402245117676
74,feature_39,feature_49,0.5425661971658036
6,feature_06,feature_07,0.5425236431170294
78,feature_42,feature_49,0.5400918144634215
100,feature_56,feature_58,0.5383812984525759
41,feature_18,feature_37,0.5369224265603817
93,feature_49,feature_53,0.5315403690559172
52,feature_23,feature_31,0.5304231016318913
70,feature_37,feature_65,0.5271674553669091
84,feature_45,feature_58,0.5258279060562037
76,feature_39,feature_60,0.5232976706636379
45,feature_21,feature_23,0.5224543979974317
92,feature_49,feature_50,0.5216536847966691
80,feature_42,feature_60,0.5211640420592589
59,feature_30,feature_63,0.5188736237639635
98,feature_53,feature_55,0.5186795206845273
7,feature_07,feature_49,0.5186074480550912
4,feature_05,feature_47,0.5170112902658407
5,feature_05,feature_58,0.5121104695428668
96,feature_50,feature_52,0.5100237741536953
101,feature_57,feature_58,0.5098365747663184
47,feature_22,feature_23,0.5092769843389269
49,feature_22,feature_28,0.5063834657283914
91,feature_48,feature_60,0.5056627613292831
104,feature_62,feature_63,0.503391204002402
27,feature_15,feature_23,0.5012713322157996
82,feature_45,feature_47,0.5006754651140762
71,feature_37,feature_66,-0.5071750990364616
72,feature_38,feature_46,-0.5160963058306378
43,feature_19,feature_37,-0.5389043903922799
73,feature_38,feature_57,-0.5527412249838222
68,feature_37,feature_46,-0.5972029900417064
63,feature_32,feature_61,-0.610429095805531
66,feature_35,feature_61,-0.6253919290702262
65,feature_34,feature_61,-0.626195605811369
69,feature_37,feature_57,-0.6296727321169582
