,var1,var2,correlation
104,feature_75,feature_76,0.9592330145343148
109,feature_77,feature_78,0.9585952900683763
99,feature_73,feature_74,0.9577645568730051
10,feature_12,feature_67,0.9225883453659494
12,feature_12,feature_70,0.9132370114027765
2,feature_02,feature_03,0.9069447553961841
1,feature_00,feature_03,0.9054136662040778
0,feature_00,feature_02,0.9032031740459566
64,feature_40,feature_43,0.9015394578960837
26,feature_15,feature_17,0.8980259958939608
21,feature_14,feature_69,0.8825366059589201
47,feature_34,feature_35,0.8660725363068364
24,feature_14,feature_72,0.8628271429536704
28,feature_15,feature_30,0.8541843335138803
90,feature_63,feature_64,0.851832671884155
42,feature_24,feature_25,0.8411688197098276
103,feature_74,feature_78,0.838050574800817
100,feature_73,feature_77,0.8360744227554847
101,feature_73,feature_78,0.8342744285197746
102,feature_74,feature_77,0.832138375894624
44,feature_29,feature_30,0.8286666013573654
73,feature_43,feature_44,0.8244133195796031
62,feature_40,feature_41,0.8228337375476087
50,feature_37,feature_38,0.8225858836276191
46,feature_32,feature_35,0.8014166982034474
92,feature_67,feature_70,0.7971050841051879
17,feature_13,feature_71,0.7928247620827765
33,feature_17,feature_30,0.7889689308393074
89,feature_62,feature_64,0.7850250461324992
65,feature_40,feature_44,0.7830177457885704
67,feature_41,feature_43,0.78083497565115
45,feature_32,feature_34,0.7774081896844377
15,feature_13,feature_68,0.7718254733941223
29,feature_16,feature_17,0.7718074103276693
74,feature_45,feature_56,0.7494954363810998
9,feature_12,feature_14,0.7453558177929209
91,feature_67,feature_69,0.7374172175836927
75,feature_46,feature_57,0.7319191532965976
97,feature_70,feature_72,0.7317371914225084
19,feature_14,feature_67,0.7215099882507943
27,feature_15,feature_29,0.7181747737298122
86,feature_58,feature_60,0.7144158334690381
40,feature_22,feature_23,0.7130532516803444
22,feature_14,feature_70,0.7025550657029972
68,feature_41,feature_44,0.6958212478999725
8,feature_09,feature_11,0.693212031179104
70,feature_42,feature_44,0.6918734041324462
108,feature_76,feature_78,0.6892402580504977
107,feature_76,feature_77,0.6849369548229305
105,feature_75,feature_77,0.6842015932520967
57,feature_39,feature_41,0.6841670488494959
106,feature_75,feature_78,0.6836185817857583
11,feature_12,feature_69,0.6817623124281045
77,feature_47,feature_58,0.6770021443797415
37,feature_19,feature_66,0.6766176399892135
13,feature_12,feature_72,0.6743283083134816
32,feature_17,feature_29,0.6687294257206302
3,feature_05,feature_07,0.6668327858085112
25,feature_15,feature_16,0.6653055170778239
80,feature_49,feature_60,0.653271996101729
14,feature_13,feature_14,0.648600993203603
35,feature_18,feature_65,0.6480529288038186
113,responder_4,responder_7,0.6454480418259679
112,responder_3,responder_6,0.645260201040195
94,feature_68,feature_69,0.6361706478997698
96,feature_69,feature_72,0.6307818130850195
31,feature_16,feature_30,0.6290248902262522
7,feature_08,feature_38,0.6098914543983566
98,feature_71,feature_72,0.600749632114577
39,feature_20,feature_25,0.5991508957212254
88,feature_62,feature_63,0.5967598026145096
69,feature_42,feature_43,0.5939240501128121
16,feature_13,feature_69,0.5876235150834086
18,feature_13,feature_72,0.5839468263036077
56,feature_39,feature_40,0.5813772893239848
76,feature_47,feature_49,0.5767796351194892
82,feature_50,feature_60,0.5763731333871566
4,feature_05,feature_58,0.5757442218125685
93,feature_67,feature_72,0.5700295385265254
114,responder_5,responder_8,0.5674302304747635
87,feature_59,feature_60,0.5671348971576732
63,feature_40,feature_42,0.5652255130686006
95,feature_69,feature_70,0.5579383106007615
83,feature_53,feature_60,0.5562793800843635
5,feature_06,feature_07,0.5548646885629517
20,feature_14,feature_68,0.5511332149564662
58,feature_39,feature_43,0.5511158343092282
84,feature_56,feature_58,0.5505766918610573
78,feature_48,feature_49,0.5478709353891064
111,responder_2,responder_5,0.5453380429609989
60,feature_39,feature_50,0.5444863298904443
6,feature_07,feature_60,0.5439063503214421
38,feature_20,feature_24,0.5404728655278799
79,feature_49,feature_58,0.5403200209317394
30,feature_16,feature_29,0.5402496191196169
85,feature_57,feature_58,0.5280211490582285
41,feature_23,feature_29,0.5258644110934555
81,feature_50,feature_58,0.5240804050753853
66,feature_41,feature_42,0.5235589334755799
72,feature_42,feature_53,0.5190384914654788
34,feature_18,feature_37,0.5189922045503199
110,responder_0,responder_3,0.5152944279101338
23,feature_14,feature_71,0.5123683582653565
59,feature_39,feature_44,0.5097334508731584
61,feature_39,feature_58,0.5026660237899581
71,feature_42,feature_46,0.5010634857445415
52,feature_37,feature_46,-0.5037744177396185
36,feature_19,feature_37,-0.5120281197200623
43,feature_28,feature_29,-0.5231655258457374
54,feature_37,feature_57,-0.5244487966851565
51,feature_37,feature_45,-0.5399612023786584
55,feature_38,feature_56,-0.5426004367443804
49,feature_35,feature_61,-0.5445871294296079
48,feature_34,feature_61,-0.5461199195439979
53,feature_37,feature_56,-0.5954052815005997
