,var1,var2,correlation
115,feature_75,feature_76,0.9574500747742904
41,feature_21,feature_31,0.9570692123860918
106,feature_73,feature_74,0.9561602414204945
120,feature_77,feature_78,0.9554872394467703
51,feature_34,feature_35,0.9512576939123703
19,feature_12,feature_67,0.9437583032162887
21,feature_12,feature_70,0.9346521493987855
5,feature_02,feature_03,0.9324383605689018
1,feature_00,feature_03,0.929843897750225
30,feature_14,feature_69,0.9292640275048218
0,feature_00,feature_02,0.9266750596685058
49,feature_32,feature_35,0.925371896699302
48,feature_32,feature_34,0.9218294977886333
33,feature_14,feature_72,0.9097733397375577
83,feature_49,feature_60,0.9082854847242089
109,feature_73,feature_77,0.8974653948267183
114,feature_74,feature_78,0.8962864162629983
110,feature_73,feature_78,0.8925381778523716
113,feature_74,feature_77,0.8898736026395258
24,feature_13,feature_68,0.8824612248783243
96,feature_67,feature_70,0.87697418176708
71,feature_45,feature_56,0.8713817273937748
73,feature_46,feature_57,0.865337925331791
54,feature_37,feature_38,0.8647657664255315
74,feature_47,feature_62,0.8633641745031401
124,responder_4,responder_7,0.8528168242275206
77,feature_48,feature_59,0.8527553747064268
64,feature_39,feature_50,0.8404010090742375
26,feature_13,feature_71,0.8340685163366498
68,feature_42,feature_53,0.831940874920515
38,feature_18,feature_65,0.8306453071910834
40,feature_19,feature_66,0.820270086287262
103,feature_69,feature_72,0.8028525758924557
46,feature_27,feature_28,0.7902182655790465
119,feature_76,feature_78,0.7784550512978885
116,feature_75,feature_77,0.7772022078160616
117,feature_75,feature_78,0.7741929486687592
118,feature_76,feature_77,0.7732639273242637
45,feature_24,feature_25,0.7570144785047902
28,feature_14,feature_67,0.7471315944064257
18,feature_12,feature_14,0.7437356237348381
36,feature_16,feature_17,0.7401276705509695
104,feature_70,feature_72,0.7393759777536194
95,feature_67,feature_69,0.7391415002185532
17,feature_09,feature_11,0.7331526316194459
75,feature_47,feature_64,0.7293832897650806
22,feature_12,feature_72,0.7280197766089004
23,feature_13,feature_14,0.7239517844345151
66,feature_41,feature_52,0.7193951221205669
70,feature_44,feature_55,0.7175246385506346
25,feature_13,feature_69,0.7160216830821627
42,feature_22,feature_23,0.7101297667770107
92,feature_58,feature_60,0.7092184541733368
123,responder_3,responder_6,0.705021733235125
20,feature_12,feature_69,0.7020038039206742
31,feature_14,feature_70,0.7017089329666465
35,feature_15,feature_17,0.7008769308577306
98,feature_68,feature_69,0.69512489712626
105,feature_71,feature_72,0.6951070459562336
97,feature_67,feature_72,0.6897700986703394
122,responder_3,responder_5,0.6848925605899683
81,feature_49,feature_58,0.6808405702728066
94,feature_62,feature_64,0.6793317186199678
12,feature_05,feature_07,0.6772018969910799
107,feature_73,feature_75,0.6702544919749691
112,feature_74,feature_76,0.6660094327563683
108,feature_73,feature_76,0.664746076299819
27,feature_13,feature_72,0.6624468509379102
111,feature_74,feature_75,0.6620435942315877
32,feature_14,feature_71,0.6583826496406086
29,feature_14,feature_68,0.6438065351371108
101,feature_69,feature_70,0.6226458068557237
43,feature_22,feature_27,0.6091968833497957
88,feature_53,feature_60,0.5868687695091632
99,feature_68,feature_71,0.5824244365460217
102,feature_69,feature_71,0.5804548798785074
47,feature_29,feature_30,0.5742312788414292
67,feature_42,feature_49,0.5697931692546971
80,feature_49,feature_53,0.5686280460138602
85,feature_50,feature_60,0.5608374351568512
93,feature_59,feature_60,0.5601690144275884
63,feature_39,feature_49,0.5583215181136315
37,feature_18,feature_37,0.5567976213937813
69,feature_42,feature_60,0.5567213906685797
15,feature_07,feature_49,0.5536068665203394
125,responder_5,responder_8,0.5522821460940801
59,feature_37,feature_65,0.5509085817755173
4,feature_00,feature_35,0.5500700038239607
86,feature_53,feature_55,0.5497073876778035
3,feature_00,feature_34,0.5492540568739988
11,feature_03,feature_35,0.5492232326500066
10,feature_03,feature_34,0.5489435221102666
13,feature_05,feature_58,0.5487238446214857
7,feature_02,feature_34,0.5484386162582106
76,feature_48,feature_49,0.5482906787235654
8,feature_02,feature_35,0.548215571155637
79,feature_49,feature_50,0.5450539606874304
65,feature_39,feature_60,0.5450378053204148
121,responder_3,responder_4,0.5441522684534883
14,feature_06,feature_07,0.536867149118691
16,feature_07,feature_60,0.5359326275309404
87,feature_53,feature_58,0.533576561810704
44,feature_22,feature_28,0.5323788222222157
90,feature_56,feature_58,0.5267548224003133
9,feature_03,feature_32,0.5250884626670224
6,feature_02,feature_32,0.524995286188022
2,feature_00,feature_32,0.5244523528063894
91,feature_57,feature_58,0.522505751150074
84,feature_50,feature_52,0.5197733286155719
100,feature_68,feature_72,0.5178397778305599
72,feature_45,feature_58,0.5152139674218856
82,feature_49,feature_59,0.5134585148338042
34,feature_15,feature_16,0.5071962975379857
89,feature_55,feature_60,0.5046998845976408
78,feature_48,feature_60,0.5020026508491818
60,feature_37,feature_66,-0.5029508590727719
39,feature_19,feature_37,-0.5189780936268117
57,feature_37,feature_56,-0.5250775154896777
55,feature_37,feature_45,-0.526759982807909
61,feature_38,feature_46,-0.5418480979165566
56,feature_37,feature_46,-0.5673407173066661
62,feature_38,feature_57,-0.5805207208823655
58,feature_37,feature_57,-0.6104470813646166
50,feature_32,feature_61,-0.6556237271728129
53,feature_35,feature_61,-0.6737705839423052
52,feature_34,feature_61,-0.6745914889440193
