,var1,var2,correlation
117,feature_77,feature_78,0.9579769402355877
112,feature_75,feature_76,0.9563331299166654
103,feature_73,feature_74,0.9544806999158708
10,feature_12,feature_67,0.9309604576915947
26,feature_15,feature_17,0.9229630885859135
44,feature_29,feature_30,0.9196172092491104
12,feature_12,feature_70,0.9149258392757561
48,feature_34,feature_35,0.9100233544518643
28,feature_15,feature_30,0.905090851180393
21,feature_14,feature_69,0.9007196145595503
2,feature_02,feature_03,0.8987983399358535
1,feature_00,feature_03,0.8973534155036558
0,feature_00,feature_02,0.8943601835850508
33,feature_17,feature_30,0.8826616537121534
46,feature_32,feature_35,0.864225208456937
24,feature_14,feature_72,0.8639424540729503
111,feature_74,feature_78,0.8612172878645458
106,feature_73,feature_77,0.8582323046011162
27,feature_15,feature_29,0.8562075807576929
107,feature_73,feature_78,0.853895258493672
45,feature_32,feature_34,0.8521907872669626
110,feature_74,feature_77,0.8514938153938334
29,feature_16,feature_17,0.8381926572659326
32,feature_17,feature_29,0.8365847102031676
71,feature_45,feature_56,0.8362504795612512
43,feature_24,feature_25,0.8344541715942152
94,feature_63,feature_64,0.829093520426728
51,feature_37,feature_38,0.8244299123861129
64,feature_40,feature_43,0.8242626487890363
15,feature_13,feature_68,0.8239628977612155
96,feature_67,feature_70,0.8144845311909354
82,feature_49,feature_60,0.8103857750927361
73,feature_46,feature_57,0.802401850937859
93,feature_62,feature_64,0.7921341167979442
118,responder_3,responder_6,0.7845525536150414
119,responder_4,responder_7,0.7814615749062455
76,feature_47,feature_58,0.779979151881096
25,feature_15,feature_16,0.7694935284754004
17,feature_13,feature_71,0.7634870700349742
37,feature_19,feature_66,0.7610300211369777
31,feature_16,feature_30,0.7609067993702296
9,feature_12,feature_14,0.7487863582899689
35,feature_18,feature_65,0.7482717313733835
101,feature_70,feature_72,0.739848812089669
19,feature_14,feature_67,0.7388486548148436
95,feature_67,feature_69,0.7363720842761756
30,feature_16,feature_29,0.7250975650251628
70,feature_43,feature_44,0.7186373217663812
63,feature_40,feature_41,0.7175220985712644
90,feature_58,feature_60,0.7159685835055822
120,responder_5,responder_8,0.7072562535414135
113,feature_75,feature_77,0.6960413188262328
13,feature_12,feature_72,0.6946578206660892
22,feature_14,feature_70,0.6946240913746901
116,feature_76,feature_78,0.694469431718906
114,feature_75,feature_78,0.6907541903150953
115,feature_76,feature_77,0.689771593616523
8,feature_09,feature_11,0.6884171307822183
11,feature_12,feature_69,0.6841825521869429
79,feature_48,feature_59,0.6775338494148518
3,feature_05,feature_07,0.6679370193177737
100,feature_69,feature_72,0.6645502257538631
14,feature_13,feature_14,0.6548368192223962
61,feature_39,feature_50,0.6535466953005443
65,feature_40,feature_44,0.6407320332813773
66,feature_41,feature_43,0.638809277696506
81,feature_49,feature_58,0.6317324248125918
98,feature_68,feature_69,0.6293175368119792
16,feature_13,feature_69,0.621692940013441
69,feature_42,feature_53,0.6216766043145703
41,feature_23,feature_29,0.6186538357392936
102,feature_71,feature_72,0.6169807039091231
75,feature_47,feature_49,0.6139464403840029
97,feature_67,feature_72,0.6108440958136209
68,feature_42,feature_44,0.6066937224522135
59,feature_39,feature_41,0.5996507914556202
92,feature_62,feature_63,0.585475225617235
18,feature_13,feature_72,0.5797202825460175
85,feature_50,feature_60,0.5698371935627061
91,feature_59,feature_60,0.5682409562641692
7,feature_08,feature_38,0.5661376084629133
34,feature_18,feature_37,0.5615689025296472
99,feature_69,feature_70,0.5608260090295583
4,feature_05,feature_58,0.5585940245751418
78,feature_48,feature_49,0.5576452680182632
20,feature_14,feature_68,0.5566236069565985
88,feature_56,feature_58,0.5539345267645247
5,feature_06,feature_07,0.5505194979550128
40,feature_22,feature_23,0.5500168906059576
87,feature_53,feature_60,0.5490042246041332
77,feature_47,feature_60,0.5418121610790279
67,feature_41,feature_44,0.5389072999541872
42,feature_23,feature_30,0.5382759727242089
89,feature_57,feature_58,0.5361323567352435
72,feature_45,feature_58,0.5281196737762618
109,feature_74,feature_76,0.5262402469515126
23,feature_14,feature_71,0.5255905157397597
6,feature_07,feature_60,0.5243993986151364
80,feature_49,feature_50,0.5223484286314722
104,feature_73,feature_75,0.5184336099990979
60,feature_39,feature_49,0.5170433527695638
105,feature_73,feature_76,0.5164207942033527
108,feature_74,feature_75,0.5152671073899616
84,feature_50,feature_58,0.5102613319478879
86,feature_53,feature_55,0.5058367036674178
83,feature_50,feature_52,0.5055480733253033
74,feature_46,feature_58,0.5044081700544982
56,feature_37,feature_65,0.5024977709920574
62,feature_39,feature_58,0.5015268459979845
38,feature_20,feature_22,0.5012390983508094
39,feature_20,feature_24,0.5003056501159663
53,feature_37,feature_46,-0.5240664749035757
36,feature_19,feature_37,-0.5328370295346189
55,feature_37,feature_57,-0.5404157401032692
57,feature_38,feature_45,-0.5414662920496753
58,feature_38,feature_56,-0.5576940787835589
52,feature_37,feature_45,-0.6139209767354274
54,feature_37,feature_56,-0.6416218495625431
47,feature_32,feature_61,-0.7125020187485984
50,feature_35,feature_61,-0.7499624333641524
49,feature_34,feature_61,-0.7507441411537996
