,var1,var2,correlation
98,feature_75,feature_76,0.959254515922554
103,feature_77,feature_78,0.9573131172647902
89,feature_73,feature_74,0.9563242506288779
61,feature_40,feature_43,0.9492106704314485
12,feature_12,feature_67,0.9257581684274249
59,feature_40,feature_41,0.911204962489154
69,feature_43,feature_44,0.9101055934754442
14,feature_12,feature_70,0.9072422183043777
28,feature_15,feature_17,0.9049464637065063
23,feature_14,feature_69,0.8947928349221705
64,feature_41,feature_43,0.8940001188694586
62,feature_40,feature_44,0.8930335078341076
80,feature_63,feature_64,0.8775905215751937
44,feature_29,feature_30,0.8766918576805961
30,feature_15,feature_30,0.8733652868782072
26,feature_14,feature_72,0.8509515890151361
97,feature_74,feature_78,0.8489871577189843
49,feature_37,feature_38,0.8488776070899509
92,feature_73,feature_77,0.8476686580258614
93,feature_73,feature_78,0.8443723937328963
96,feature_74,feature_77,0.8433284106843602
65,feature_41,feature_44,0.8432560514296216
48,feature_34,feature_35,0.8328495827707487
17,feature_13,feature_68,0.8307543810204816
35,feature_17,feature_30,0.8120945387846237
79,feature_62,feature_64,0.811389920694588
29,feature_15,feature_29,0.7988878324603779
67,feature_42,feature_44,0.7980905805758508
54,feature_39,feature_41,0.7967625381674328
31,feature_16,feature_17,0.7967436187556356
82,feature_67,feature_70,0.7895686945485414
42,feature_24,feature_25,0.7734973864584586
11,feature_12,feature_14,0.7539058494269393
19,feature_13,feature_71,0.7500955466494326
66,feature_42,feature_43,0.7500519832637014
53,feature_39,feature_40,0.7471457854525763
87,feature_70,feature_72,0.746436737108166
34,feature_17,feature_29,0.7420924844479223
46,feature_32,feature_35,0.7409863035762537
21,feature_14,feature_67,0.7385777102757984
60,feature_40,feature_42,0.7367249478588195
81,feature_67,feature_69,0.7363446430226083
56,feature_39,feature_43,0.7336525517078943
76,feature_58,feature_60,0.7159343181981799
102,feature_76,feature_78,0.7101874007210722
99,feature_75,feature_77,0.7077882782638804
100,feature_75,feature_78,0.7075296060595333
63,feature_41,feature_42,0.7053356700672323
101,feature_76,feature_77,0.7047027884407385
57,feature_39,feature_44,0.7027923970649689
7,feature_09,feature_11,0.7021131859098813
27,feature_15,feature_16,0.695239729002451
24,feature_14,feature_70,0.6950363017670211
15,feature_12,feature_72,0.6948523288332432
45,feature_32,feature_34,0.6914982983456077
13,feature_12,feature_69,0.6816195293013969
0,feature_05,feature_07,0.6764707727102306
78,feature_62,feature_63,0.6645665921956664
70,feature_45,feature_56,0.6638711824530195
16,feature_13,feature_14,0.6534977121550206
71,feature_46,feature_57,0.6457727491825294
33,feature_16,feature_30,0.6430396453440844
86,feature_69,feature_72,0.6318352034412297
84,feature_68,feature_69,0.631135018729033
88,feature_71,feature_72,0.6229471179643921
6,feature_08,feature_38,0.6208130842373654
18,feature_13,feature_69,0.6188015616514864
55,feature_39,feature_42,0.6151130120667857
83,feature_67,feature_72,0.5947665350765734
32,feature_16,feature_29,0.5911970135766267
105,responder_3,responder_5,0.5901087029604518
5,feature_08,feature_37,0.5867483288927424
37,feature_18,feature_65,0.583155898295998
40,feature_22,feature_23,0.5816155178050718
2,feature_05,feature_58,0.5784210561601615
39,feature_19,feature_66,0.5749821858671932
77,feature_59,feature_60,0.5686943675876827
20,feature_13,feature_72,0.5667001837663442
68,feature_42,feature_46,0.5663454946623803
47,feature_33,feature_47,0.5659380296211857
72,feature_47,feature_49,0.5631342125945151
22,feature_14,feature_68,0.5536517827486338
3,feature_06,feature_07,0.5517684722485261
9,feature_11,feature_29,0.5487364252702034
85,feature_69,feature_70,0.5438925394612589
95,feature_74,feature_76,0.537104320957702
90,feature_73,feature_75,0.5336891603576163
91,feature_73,feature_76,0.5323539229857431
94,feature_74,feature_75,0.5320452859446902
58,feature_39,feature_45,0.5311971779369601
104,responder_0,responder_3,0.5300227081470826
25,feature_14,feature_71,0.5276689762077134
75,feature_57,feature_58,0.5273928148975114
41,feature_23,feature_29,0.5263159880929139
36,feature_18,feature_37,0.5235643884280357
74,feature_56,feature_58,0.5169040277379728
4,feature_07,feature_60,0.5096397605671108
106,responder_4,responder_7,0.5038927070119622
73,feature_48,feature_49,0.5024432818141932
10,feature_11,feature_30,0.5009287345527164
52,feature_37,feature_58,-0.5093523291081266
1,feature_05,feature_08,-0.5116729995260123
38,feature_19,feature_37,-0.5135374152782344
50,feature_37,feature_56,-0.5551341478923979
51,feature_37,feature_57,-0.5710679236959294
43,feature_28,feature_29,-0.595824664492097
8,feature_09,feature_20,-0.6082736840026313
