,var1,var2,correlation
46,feature_21,feature_31,0.9653076980723538
120,feature_75,feature_76,0.9564119547034924
125,feature_77,feature_78,0.955845188167234
111,feature_73,feature_74,0.9544426694735341
24,feature_15,feature_17,0.9398329360513189
8,feature_12,feature_67,0.9336163760105646
27,feature_15,feature_30,0.9260058933888481
127,responder_4,responder_7,0.9256359536375481
62,feature_34,feature_35,0.9238361912477484
10,feature_12,feature_70,0.9168527179594667
38,feature_17,feature_30,0.910972612489739
19,feature_14,feature_69,0.910560945549252
60,feature_32,feature_35,0.9052517151369839
91,feature_49,feature_60,0.9033554154134339
59,feature_32,feature_34,0.9030990726317414
126,responder_3,responder_6,0.90267501884259
119,feature_74,feature_78,0.8812069804769302
114,feature_73,feature_77,0.8810474269797908
22,feature_14,feature_72,0.8792608085210998
84,feature_47,feature_58,0.8755583576540811
115,feature_73,feature_78,0.8752885545753445
118,feature_74,feature_77,0.874956636969008
31,feature_16,feature_17,0.8654827660986085
80,feature_45,feature_56,0.8536035250775469
82,feature_46,feature_57,0.8518905111493895
128,responder_5,responder_8,0.8499866512418953
65,feature_37,feature_38,0.848221971494706
13,feature_13,feature_68,0.8476129081878877
101,feature_62,feature_64,0.843053697445695
53,feature_29,feature_30,0.8426327894342633
2,feature_02,feature_03,0.8326239198994135
1,feature_00,feature_03,0.8299554213423822
0,feature_00,feature_02,0.8265638065347941
52,feature_27,feature_28,0.8241520774176637
104,feature_67,feature_70,0.8227697158613841
87,feature_48,feature_59,0.8219870737138639
56,feature_30,feature_62,0.8178074338318784
28,feature_15,feature_62,0.8164470454520788
23,feature_15,feature_16,0.8155958400684277
45,feature_19,feature_66,0.8094853258777261
26,feature_15,feature_29,0.8054433429544279
33,feature_16,feature_30,0.7980578568134605
43,feature_18,feature_65,0.7976908212469043
37,feature_17,feature_29,0.7935754805433284
39,feature_17,feature_62,0.7893040388239234
15,feature_13,feature_71,0.7846859063505636
58,feature_30,feature_64,0.7665117813043649
30,feature_15,feature_64,0.754082190011099
102,feature_63,feature_64,0.7524114920485816
74,feature_39,feature_50,0.7430515745490041
41,feature_17,feature_64,0.7370539143455543
7,feature_12,feature_14,0.7341283999468752
78,feature_42,feature_53,0.7321738591676186
17,feature_14,feature_67,0.7287872397137688
103,feature_67,feature_69,0.7264312217428832
109,feature_70,feature_72,0.7261011163877583
6,feature_09,feature_11,0.7201277077053272
121,feature_75,feature_77,0.7186291690966454
124,feature_76,feature_78,0.7171802479199557
123,feature_76,feature_77,0.7140956636372074
122,feature_75,feature_78,0.7130920216665702
108,feature_69,feature_72,0.7103777293605897
98,feature_58,feature_60,0.7091836428466786
32,feature_16,feature_29,0.6994314270968869
54,feature_29,feature_62,0.6952893795308345
11,feature_12,feature_72,0.6934470372959637
34,feature_16,feature_62,0.6850965416446712
89,feature_49,feature_58,0.6808127751814056
20,feature_14,feature_70,0.6799645936908753
9,feature_12,feature_69,0.6789298385261374
3,feature_05,feature_07,0.6603142664240942
12,feature_13,feature_14,0.6597698331887785
55,feature_29,feature_64,0.659486600210014
83,feature_47,feature_49,0.6456269160254784
35,feature_16,feature_64,0.6432613394921243
49,feature_23,feature_29,0.6418410882251498
106,feature_68,feature_69,0.635759350728673
14,feature_13,feature_69,0.6357111360704024
110,feature_71,feature_72,0.6236736001317462
105,feature_67,feature_72,0.622503459552072
51,feature_24,feature_25,0.6199051834289465
85,feature_47,feature_60,0.6184684698625011
50,feature_23,feature_30,0.5898968680562472
16,feature_13,feature_72,0.5892661042537063
75,feature_40,feature_43,0.5879065553665884
100,feature_62,feature_63,0.5764109167486058
112,feature_73,feature_75,0.5731222189309491
117,feature_74,feature_76,0.5724089485923792
18,feature_14,feature_68,0.571240313095323
113,feature_73,feature_76,0.5689695414543438
116,feature_74,feature_75,0.5666942705259133
99,feature_59,feature_60,0.5643732734427657
107,feature_69,feature_70,0.5633214504445281
48,feature_22,feature_27,0.55987925477482
47,feature_22,feature_23,0.5593569436011372
86,feature_48,feature_49,0.5551930017622221
21,feature_14,feature_71,0.5511574415939633
25,feature_15,feature_23,0.5509933372393727
36,feature_17,feature_23,0.5459594375575498
4,feature_06,feature_07,0.541830021653357
94,feature_53,feature_55,0.5340877559644772
57,feature_30,feature_63,0.5315669178147624
96,feature_56,feature_58,0.5288152588401137
42,feature_18,feature_37,0.5266893024496111
95,feature_53,feature_60,0.5261980705311613
77,feature_42,feature_49,0.5208915461053794
73,feature_39,feature_49,0.5170744381363696
81,feature_45,feature_58,0.5169541067563858
29,feature_15,feature_63,0.5159782410763792
97,feature_57,feature_58,0.5133798109487726
92,feature_50,feature_52,0.5127676028805972
93,feature_50,feature_60,0.5123259722965455
5,feature_08,feature_38,0.5122224858631969
70,feature_37,feature_65,0.5118482852722664
40,feature_17,feature_63,0.5098857454479648
90,feature_49,feature_59,0.5054075078553464
88,feature_49,feature_53,0.5036840530044489
79,feature_42,feature_60,0.5009578630395874
76,feature_41,feature_52,0.5001318179528377
72,feature_38,feature_57,-0.5222908799104766
71,feature_37,feature_66,-0.5300779401754989
44,feature_19,feature_37,-0.5464460090959646
66,feature_37,feature_45,-0.5536366751246513
68,feature_37,feature_56,-0.5561901318692791
67,feature_37,feature_46,-0.5661238263132518
61,feature_32,feature_61,-0.5682067502350305
69,feature_37,feature_57,-0.5880365039777986
64,feature_35,feature_61,-0.5902131383086986
63,feature_34,feature_61,-0.5909436229512248
