,var1,var2,correlation
1626,feature_21,feature_31,0.9653076980723538
3750,feature_75,feature_76,0.9564119547034924
3773,feature_77,feature_78,0.955845188167234
3723,feature_73,feature_74,0.9544426694735341
1201,feature_15,feature_17,0.9398329360513189
1032,feature_12,feature_67,0.9336163760105646
1214,feature_15,feature_30,0.9260058933888481
3820,responder_4,responder_7,0.9256359536375481
2397,feature_34,feature_35,0.9238361912477484
1035,feature_12,feature_70,0.9168527179594667
1355,feature_17,feature_30,0.910972612489739
1181,feature_14,feature_69,0.910560945549252
2290,feature_32,feature_35,0.9052517151369839
3097,feature_49,feature_60,0.9033554154134339
2289,feature_32,feature_34,0.9030990726317414
3815,responder_3,responder_6,0.90267501884259
3740,feature_74,feature_78,0.8812069804769302
3726,feature_73,feature_77,0.8810474269797908
1184,feature_14,feature_72,0.8792608085210998
3018,feature_47,feature_58,0.8755583576540811
3727,feature_73,feature_78,0.8752885545753445
3739,feature_74,feature_77,0.874956636969008
1272,feature_16,feature_17,0.8654827660986085
2935,feature_45,feature_56,0.8536035250775469
2977,feature_46,feature_57,0.8518905111493895
3824,responder_5,responder_8,0.8499866512418953
2553,feature_37,feature_38,0.848221971494706
1107,feature_13,feature_68,0.8476129081878877
3504,feature_62,feature_64,0.843053697445695
2117,feature_29,feature_30,0.8426327894342633
173,feature_02,feature_03,0.8326239198994135
2,feature_00,feature_03,0.8299554213423822
1,feature_00,feature_02,0.8265638065347941
1998,feature_27,feature_28,0.8241520774176637
3620,feature_67,feature_70,0.8227697158613841
3058,feature_48,feature_59,0.8219870737138639
2206,feature_30,feature_62,0.8178074338318784
1246,feature_15,feature_62,0.8164470454520788
1200,feature_15,feature_16,0.8155958400684277
1528,feature_19,feature_66,0.8094853258777261
1213,feature_15,feature_29,0.8054433429544279
1285,feature_16,feature_30,0.7980578568134605
1459,feature_18,feature_65,0.7976908212469043
1354,feature_17,feature_29,0.7935754805433284
1387,feature_17,feature_62,0.7893040388239234
1110,feature_13,feature_71,0.7846859063505636
2208,feature_30,feature_64,0.7665117813043649
1248,feature_15,feature_64,0.754082190011099
3528,feature_63,feature_64,0.7524114920485816
2662,feature_39,feature_50,0.7430515745490041
1389,feature_17,feature_64,0.7370539143455543
979,feature_12,feature_14,0.7341283999468752
2803,feature_42,feature_53,0.7321738591676186
1179,feature_14,feature_67,0.7287872397137688
3619,feature_67,feature_69,0.7264312217428832
3676,feature_70,feature_72,0.7261011163877583
748,feature_09,feature_11,0.7201277077053272
3751,feature_75,feature_77,0.7186291690966454
3763,feature_76,feature_78,0.7171802479199557
3762,feature_76,feature_77,0.7140956636372074
3752,feature_75,feature_78,0.7130920216665702
3659,feature_69,feature_72,0.7103777293605897
3394,feature_58,feature_60,0.7091836428466786
1284,feature_16,feature_29,0.6994314270968869
2149,feature_29,feature_62,0.6952893795308345
1037,feature_12,feature_72,0.6934470372959637
1317,feature_16,feature_62,0.6850965416446712
3095,feature_49,feature_58,0.6808127751814056
1182,feature_14,feature_70,0.6799645936908753
1034,feature_12,feature_69,0.6789298385261374
426,feature_05,feature_07,0.6603142664240942
1053,feature_13,feature_14,0.6597698331887785
2151,feature_29,feature_64,0.659486600210014
3009,feature_47,feature_49,0.6456269160254784
1319,feature_16,feature_64,0.6432613394921243
1753,feature_23,feature_29,0.6418410882251498
3638,feature_68,feature_69,0.635759350728673
1108,feature_13,feature_69,0.6357111360704024
3692,feature_71,feature_72,0.6236736001317462
3622,feature_67,feature_72,0.622503459552072
1812,feature_24,feature_25,0.6199051834289465
3020,feature_47,feature_60,0.6184684698625011
1754,feature_23,feature_30,0.5898968680562472
1111,feature_13,feature_72,0.5892661042537063
2702,feature_40,feature_43,0.5879065553665884
3503,feature_62,feature_63,0.5764109167486058
3724,feature_73,feature_75,0.5731222189309491
3738,feature_74,feature_76,0.5724089485923792
1180,feature_14,feature_68,0.571240313095323
3725,feature_73,feature_76,0.5689695414543438
3737,feature_74,feature_75,0.5666942705259133
3422,feature_59,feature_60,0.5643732734427657
3657,feature_69,feature_70,0.5633214504445281
1687,feature_22,feature_27,0.55987925477482
1683,feature_22,feature_23,0.5593569436011372
3048,feature_48,feature_49,0.5551930017622221
1183,feature_14,feature_71,0.5511574415939633
1207,feature_15,feature_23,0.5509933372393727
1348,feature_17,feature_23,0.5459594375575498
507,feature_06,feature_07,0.541830021653357
3234,feature_53,feature_55,0.5340877559644772
2207,feature_30,feature_63,0.5315669178147624
3333,feature_56,feature_58,0.5288152588401137
1431,feature_18,feature_37,0.5266893024496111
3239,feature_53,feature_60,0.5261980705311613
