,var1,var2,correlation
1626,feature_21,feature_31,0.9569251251388354
3750,feature_75,feature_76,0.9567768570775554
3773,feature_77,feature_78,0.9560173013625736
3723,feature_73,feature_74,0.9549429806459818
2397,feature_34,feature_35,0.9531587464949803
173,feature_02,feature_03,0.9434060373072535
2,feature_00,feature_03,0.9411638538348073
1,feature_00,feature_02,0.9385871657007383
1032,feature_12,feature_67,0.9373783498527841
2290,feature_32,feature_35,0.9356199476832585
2289,feature_32,feature_34,0.9333839833503951
1035,feature_12,feature_70,0.9216967684862409
1181,feature_14,feature_69,0.9199003913857944
3820,responder_4,responder_7,0.9175449524191386
1201,feature_15,feature_17,0.9125587916301594
3726,feature_73,feature_77,0.9073499946542913
3740,feature_74,feature_78,0.9071055631827483
3727,feature_73,feature_78,0.9016864186107194
3739,feature_74,feature_77,0.9000576646740607
3097,feature_49,feature_60,0.8987163832511923
3815,responder_3,responder_6,0.8886123933109968
1184,feature_14,feature_72,0.888369032199964
2117,feature_29,feature_30,0.887574130485154
1214,feature_15,feature_30,0.8742297844513254
3018,feature_47,feature_58,0.8701274995043209
1107,feature_13,feature_68,0.8648193981232344
1272,feature_16,feature_17,0.8582002279482199
1355,feature_17,feature_30,0.8579353464454025
2977,feature_46,feature_57,0.8558358199930572
2935,feature_45,feature_56,0.853285345136608
3620,feature_67,feature_70,0.8395554416180199
2553,feature_37,feature_38,0.8361069736324663
3824,responder_5,responder_8,0.8351846029811221
3058,feature_48,feature_59,0.8316460192428831
1213,feature_15,feature_29,0.8185298775571054
1354,feature_17,feature_29,0.8029648901514602
1110,feature_13,feature_71,0.7988128298274485
1459,feature_18,feature_65,0.7975025848808377
1200,feature_15,feature_16,0.7934537810856646
3751,feature_75,feature_77,0.792793504022524
3763,feature_76,feature_78,0.7923822379428395
2662,feature_39,feature_50,0.7904471760610133
1528,feature_19,feature_66,0.7885141807166076
3762,feature_76,feature_77,0.788017631828291
3752,feature_75,feature_78,0.7874812834668411
1998,feature_27,feature_28,0.7861002288110878
2803,feature_42,feature_53,0.7853599961233335
1285,feature_16,feature_30,0.7660456265683565
3659,feature_69,feature_72,0.7437442309342049
748,feature_09,feature_11,0.735731643135918
979,feature_12,feature_14,0.7329073029830148
1179,feature_14,feature_67,0.732898726781217
3504,feature_62,feature_64,0.7297147653090668
3619,feature_67,feature_69,0.7282205104091861
3676,feature_70,feature_72,0.7260824833536835
2208,feature_30,feature_64,0.7198756402079691
1284,feature_16,feature_29,0.7157681554478658
3394,feature_58,feature_60,0.7088981003775674
1037,feature_12,feature_72,0.7021098695929433
3724,feature_73,feature_75,0.6976343916031672
1248,feature_15,feature_64,0.697157817864924
3738,feature_74,feature_76,0.696749908376122
2206,feature_30,feature_62,0.6944376557778007
1246,feature_15,feature_62,0.6932588022944987
3725,feature_73,feature_76,0.6928363274413148
3737,feature_74,feature_75,0.6900406418322327
3528,feature_63,feature_64,0.6870343175327599
1053,feature_13,feature_14,0.6846969777708601
1034,feature_12,feature_69,0.6830174640049869
1389,feature_17,feature_64,0.6809590364561111
1182,feature_14,feature_70,0.6792810918524816
3095,feature_49,feature_58,0.6778573798969483
1108,feature_13,feature_69,0.6690155772332367
1812,feature_24,feature_25,0.6676927709371052
2151,feature_29,feature_64,0.6634987543721483
1387,feature_17,feature_62,0.6629636512586858
426,feature_05,feature_07,0.660228624733372
3638,feature_68,feature_69,0.6592874286398996
3692,feature_71,feature_72,0.6494154300856257
3622,feature_67,feature_72,0.6444918675486259
3009,feature_47,feature_49,0.6441274955635456
2149,feature_29,feature_62,0.6320109658851645
3020,feature_47,feature_60,0.6150042107499284
1111,feature_13,feature_72,0.6128768524966236
1753,feature_23,feature_29,0.6076939352761979
2757,feature_41,feature_52,0.6073303845020463
1319,feature_16,feature_64,0.6052644711250992
1687,feature_22,feature_27,0.6042828157244562
1180,feature_14,feature_68,0.6007911424134299
2892,feature_44,feature_55,0.5935854705969502
