,var1,var2,correlation
1626,feature_21,feature_31,0.9590130640518572
3750,feature_75,feature_76,0.9576913580423387
3723,feature_73,feature_74,0.9575867351925637
3773,feature_77,feature_78,0.9574257827585586
173,feature_02,feature_03,0.9564034100927385
2,feature_00,feature_03,0.9540731951695348
2397,feature_34,feature_35,0.9534317487736301
1,feature_00,feature_02,0.9526179132644311
1032,feature_12,feature_67,0.9444926447625008
1035,feature_12,feature_70,0.9415392275901234
2290,feature_32,feature_35,0.9366755689953616
2289,feature_32,feature_34,0.9349197659548568
1181,feature_14,feature_69,0.9313219795273144
1184,feature_14,feature_72,0.9276178371091515
3097,feature_49,feature_60,0.9267611928195403
3726,feature_73,feature_77,0.920212321774024
3740,feature_74,feature_78,0.9188722871134881
3727,feature_73,feature_78,0.9158611793712083
3739,feature_74,feature_77,0.9133849271288361
3018,feature_47,feature_58,0.8931036806904257
3620,feature_67,feature_70,0.8923317844987947
1107,feature_13,feature_68,0.8864434798100153
3058,feature_48,feature_59,0.8831838484915102
1110,feature_13,feature_71,0.8740248337799171
2977,feature_46,feature_57,0.8706337496130623
2935,feature_45,feature_56,0.8667276228864116
2553,feature_37,feature_38,0.8656269883992577
2662,feature_39,feature_50,0.8414200531384964
3659,feature_69,feature_72,0.8381242050440401
3814,responder_3,responder_5,0.8331727389795622
3751,feature_75,feature_77,0.8331104508835496
1528,feature_19,feature_66,0.8329101884085184
2803,feature_42,feature_53,0.8328493688514296
3763,feature_76,feature_78,0.8308433112813178
3752,feature_75,feature_78,0.8286766202220793
3762,feature_76,feature_77,0.8268943323639015
1459,feature_18,feature_65,0.8248423317465923
1998,feature_27,feature_28,0.8064161876773915
1812,feature_24,feature_25,0.7834246231092438
3676,feature_70,feature_72,0.7749532838812088
1179,feature_14,feature_67,0.7733392297832892
1683,feature_22,feature_23,0.7720242634792495
979,feature_12,feature_14,0.7698988978987044
1037,feature_12,feature_72,0.7689559477014736
3724,feature_73,feature_75,0.7677563972315122
3738,feature_74,feature_76,0.7642471939383313
3725,feature_73,feature_76,0.7620526118995568
3737,feature_74,feature_75,0.7609663296342293
3619,feature_67,feature_69,0.7604662096854012
1053,feature_13,feature_14,0.7511597689967063
1108,feature_13,feature_69,0.7484868848069913
1182,feature_14,feature_70,0.741380488355874
3622,feature_67,feature_72,0.7370258603211794
3692,feature_71,feature_72,0.7328168938380812
2757,feature_41,feature_52,0.7268610620117407
1034,feature_12,feature_69,0.72673364516977
3638,feature_68,feature_69,0.7255641593591297
748,feature_09,feature_11,0.724196784554635
2892,feature_44,feature_55,0.7192549852824636
1183,feature_14,feature_71,0.7188056864930669
3813,responder_3,responder_4,0.7157324576129842
3394,feature_58,feature_60,0.7090531675915732
1111,feature_13,feature_72,0.6987581660044762
3095,feature_49,feature_58,0.6917908971727013
3820,responder_4,responder_7,0.6810298222239933
1180,feature_14,feature_68,0.6748617946806319
426,feature_05,feature_07,0.6724425608207798
3657,feature_69,feature_70,0.6675089439803868
3640,feature_68,feature_71,0.6654118358502391
3658,feature_69,feature_71,0.6614260855742566
3009,feature_47,feature_49,0.6553921436920588
1272,feature_16,feature_17,0.651365727987127
1687,feature_22,feature_27,0.649197559274423
3818,responder_4,responder_5,0.6425223806934753
3020,feature_47,feature_60,0.6364785964327767
3239,feature_53,feature_60,0.6253991036141912
1688,feature_22,feature_28,0.6200030662632399
2799,feature_42,feature_49,0.6183036795843692
3090,feature_49,feature_53,0.6156119864596769
1201,feature_15,feature_17,0.6077280051493915
2810,feature_42,feature_60,0.604989572622433
3134,feature_50,feature_60,0.5967577564865432
2661,feature_39,feature_49,0.5943012835939379
3087,feature_49,feature_50,0.5884945480615404
3237,feature_53,feature_58,0.5871796240507351
2672,feature_39,feature_60,0.580179555613819
