,var1,var2,correlation
1626,feature_21,feature_31,0.9983258917704096
3750,feature_75,feature_76,0.9591136382612884
3723,feature_73,feature_74,0.9575641048973843
3773,feature_77,feature_78,0.9553921252904649
1201,feature_15,feature_17,0.9339618349787253
1032,feature_12,feature_67,0.9330139619398851
2117,feature_29,feature_30,0.9283449587062037
1035,feature_12,feature_70,0.9122016661280558
1181,feature_14,feature_69,0.9089750892708123
1214,feature_15,feature_30,0.9053017275400297
173,feature_02,feature_03,0.8977158198538074
2,feature_00,feature_03,0.8936116184579602
1355,feature_17,feature_30,0.888099889697512
3740,feature_74,feature_78,0.8869052439266119
1,feature_00,feature_02,0.8863422964274718
3726,feature_73,feature_77,0.883243266144678
3727,feature_73,feature_78,0.8830327381591928
3739,feature_74,feature_77,0.8794503944751569
3820,responder_4,responder_7,0.8781975568336068
2397,feature_34,feature_35,0.8708226825944138
1213,feature_15,feature_29,0.8704832610916918
1272,feature_16,feature_17,0.8684058348041616
1184,feature_14,feature_72,0.8636885027600649
1354,feature_17,feature_29,0.8536524515494045
1107,feature_13,feature_68,0.8405664938558992
2935,feature_45,feature_56,0.8396947927215281
1998,feature_27,feature_28,0.8335379353694218
3815,responder_3,responder_6,0.8316144360583576
2977,feature_46,feature_57,0.8239596348953675
3097,feature_49,feature_60,0.8224792196182874
2290,feature_32,feature_35,0.8206870290022098
3620,feature_67,feature_70,0.8147051046987599
1200,feature_15,feature_16,0.8139931294427434
2289,feature_32,feature_34,0.8120556508318466
3018,feature_47,feature_58,0.8008653163825985
1285,feature_16,feature_30,0.7864938008891673
3763,feature_76,feature_78,0.7831142366846761
3751,feature_75,feature_77,0.7786110434098854
3762,feature_76,feature_77,0.7771074482064094
3752,feature_75,feature_78,0.776584766715434
3504,feature_62,feature_64,0.7694584795890758
3824,responder_5,responder_8,0.7620824325986821
1110,feature_13,feature_71,0.760386625182878
1284,feature_16,feature_29,0.7569949368799568
1459,feature_18,feature_65,0.7566659022736562
1528,feature_19,feature_66,0.754535363517645
979,feature_12,feature_14,0.7445711838286638
3528,feature_63,feature_64,0.7439114633464465
1179,feature_14,feature_67,0.7436486781654631
3676,feature_70,feature_72,0.7362089302884186
3619,feature_67,feature_69,0.7321624349951785
3394,feature_58,feature_60,0.7088134586053276
2662,feature_39,feature_50,0.7081379719059455
748,feature_09,feature_11,0.7051844004700508
1037,feature_12,feature_72,0.7021193571480822
3058,feature_48,feature_59,0.6906856312419847
697,feature_08,feature_38,0.6875823906650246
2803,feature_42,feature_53,0.6836424032891553
3659,feature_69,feature_72,0.6823977040252116
1182,feature_14,feature_70,0.6791422602297033
1034,feature_12,feature_69,0.679079662596937
1053,feature_13,feature_14,0.6716333695758269
2702,feature_40,feature_43,0.6697752984276454
1753,feature_23,feature_29,0.6556569219824997
1754,feature_23,feature_30,0.6495466198292574
1108,feature_13,feature_69,0.6461317018159481
3638,feature_68,feature_69,0.64604771016601
3738,feature_74,feature_76,0.643120173458395
3095,feature_49,feature_58,0.6390613863270115
3725,feature_73,feature_76,0.6384427837985908
3724,feature_73,feature_75,0.6360669186521579
3737,feature_74,feature_75,0.6341029592319352
3622,feature_67,feature_72,0.6298530191308274
3692,feature_71,feature_72,0.6284481804728776
1812,feature_24,feature_25,0.6225695367507614
426,feature_05,feature_07,0.6050465342610942
2553,feature_37,feature_38,0.6048544017762892
3009,feature_47,feature_49,0.5921823786291835
1111,feature_13,feature_72,0.5881381435579002
1248,feature_15,feature_64,0.5831894709221158
1207,feature_15,feature_23,0.5813765244213942
1180,feature_14,feature_68,0.5782616751486636
1348,feature_17,feature_23,0.5761309848801007
3422,feature_59,feature_60,0.5728607549039864
466,feature_05,feature_47,0.5657419426492519
1246,feature_15,feature_62,0.5624296731030942
3048,feature_48,feature_49,0.5607993041788408
1389,feature_17,feature_64,0.5544516060747234
3234,feature_53,feature_55,0.5528716747444313
3657,feature_69,feature_70,0.5495115738801947
2700,feature_40,feature_41,0.5471707335587114
3126,feature_50,feature_52,0.5469360915060041
1683,feature_22,feature_23,0.5455754781297495
1183,feature_14,feature_71,0.5441570696248028
507,feature_06,feature_07,0.5431187201864072
2838,feature_43,feature_44,0.5410309340919044
2208,feature_30,feature_64,0.5330865572095941
1278,feature_16,feature_23,0.5234230967442832
3020,feature_47,feature_60,0.5183776678928379
1387,feature_17,feature_62,0.5142254766608059
2653,feature_39,feature_41,0.5091705267738723
2151,feature_29,feature_64,0.5054439318329351
2794,feature_42,feature_44,0.5039213500249516
477,feature_05,feature_58,0.4910757706019723
3333,feature_56,feature_58,0.48942061515967406
3503,feature_62,feature_63,0.4851437237307023
3134,feature_50,feature_60,0.48054121221537
3239,feature_53,feature_60,0.4797322222162159
1319,feature_16,feature_64,0.4776989124753433
2206,feature_30,feature_62,0.47574129646349994
640,feature_07,feature_60,0.4741614565415203
2661,feature_39,feature_49,0.4726745261619672
3162,feature_51,feature_52,0.4709131450632812
2799,feature_42,feature_49,0.4704452378741
629,feature_07,feature_49,0.47016172667128664
1431,feature_18,feature_37,0.4597851216115191
2937,feature_45,feature_58,0.4591845420553137
3363,feature_57,feature_58,0.4578160753438745
2757,feature_41,feature_52,0.4557806033475122
2149,feature_29,feature_62,0.4451045593405789
3096,feature_49,feature_59,0.44448682617379165
3059,feature_48,feature_60,0.44229525586140217
2672,feature_39,feature_60,0.44128869386703184
2580,feature_37,feature_65,0.43944999014601344
3090,feature_49,feature_53,0.43808046374597687
1317,feature_16,feature_62,0.4368142343882924
3826,responder_6,responder_8,0.4350894843720022
2195,feature_30,feature_51,0.4350420860332424
3236,feature_53,feature_57,0.4343679653587323
3087,feature_49,feature_50,0.4338159318347039
2926,feature_45,feature_47,0.4325257106884894
2810,feature_42,feature_60,0.4323748447820957
3016,feature_47,feature_56,0.42781210910172035
3814,responder_3,responder_5,0.42652161661112414
2138,feature_29,feature_51,0.4230087062700043
1236,feature_15,feature_52,0.4228383161758878
1377,feature_17,feature_52,0.42262526412552354
3825,responder_6,responder_7,0.42245600034501973
2796,feature_42,feature_46,0.4216315882820766
3813,responder_3,responder_4,0.41994202647984236
1306,feature_16,feature_51,0.4197206870788449
2196,feature_30,feature_52,0.4189855159257833
2892,feature_44,feature_55,0.41820510649795783
1235,feature_15,feature_51,0.4170072403658927
3132,feature_50,feature_58,0.41569732037656976
1376,feature_17,feature_51,0.41529640773214926
2978,feature_46,feature_58,0.41448297972284576
3658,feature_69,feature_71,0.4124859857266423
3237,feature_53,feature_58,0.4106456817258986
2659,feature_39,feature_47,0.40593834777745647
1106,feature_13,feature_67,0.40406721179065364
2670,feature_39,feature_58,0.40366381970407234
1247,feature_15,feature_63,0.4035525576408876
3130,feature_50,feature_56,0.40258889452984803
1518,feature_19,feature_56,0.40197994761751366
2945,feature_45,feature_66,0.4014089612383642
978,feature_12,feature_13,0.4010359309563128
2657,feature_39,feature_45,0.39990753955666297
1551,feature_20,feature_22,0.39968265637764294
2664,feature_39,feature_52,0.39954750897699537
1507,feature_19,feature_45,0.39903764816312437
2139,feature_29,feature_52,0.39697769512210757
3341,feature_56,feature_66,0.3960958530056011
1388,feature_17,feature_63,0.395399185219962
3267,feature_54,feature_55,0.39244481106344886
638,feature_07,feature_58,0.39072708525836924
1307,feature_16,feature_52,0.3902178944717367
3793,responder_0,responder_2,0.3891430643052721
3641,feature_68,feature_72,0.38756152412788053
1775,feature_23,feature_51,0.38712289520976634
1552,feature_20,feature_23,0.3860235056833766
3640,feature_68,feature_71,0.38409569509682123
2807,feature_42,feature_57,0.3830858458813465
2207,feature_30,feature_63,0.3829986009273922
3819,responder_4,responder_6,0.3827160621905226
2808,feature_42,feature_58,0.3822313451506442
2748,feature_41,feature_43,0.3821656672578958
2797,feature_42,feature_47,0.3821431673062205
3017,feature_47,feature_57,0.37565931531235247
2703,feature_40,feature_44,0.37557898880459756
2755,feature_41,feature_50,0.37439776937780883
3816,responder_3,responder_7,0.37411509566171713
3204,feature_52,feature_59,0.372724660250468
3817,responder_3,responder_8,0.3724525879998424
3303,feature_55,feature_59,0.3724050349396837
2973,feature_46,feature_53,0.3710971847106349
3010,feature_47,feature_50,0.368914964850201
1432,feature_18,feature_38,0.3680387242817428
2668,feature_39,feature_56,0.3677293865902237
3618,feature_67,feature_68,0.367717686355449
2805,feature_42,feature_55,0.36725575562301516
2967,feature_46,feature_47,0.3671784272921986
2150,feature_29,feature_63,0.3641883406163517
2929,feature_45,feature_50,0.3628419101630982
3013,feature_47,feature_53,0.36101187372481347
