,var1,var2,correlation
3750,feature_75,feature_76,0.9574500747742904
1626,feature_21,feature_31,0.9570692123860918
3723,feature_73,feature_74,0.9561602414204945
3773,feature_77,feature_78,0.9554872394467703
2397,feature_34,feature_35,0.9512576939123703
1032,feature_12,feature_67,0.9437583032162887
1035,feature_12,feature_70,0.9346521493987855
173,feature_02,feature_03,0.9324383605689018
2,feature_00,feature_03,0.929843897750225
1181,feature_14,feature_69,0.9292640275048218
1,feature_00,feature_02,0.9266750596685058
2290,feature_32,feature_35,0.925371896699302
2289,feature_32,feature_34,0.9218294977886333
1184,feature_14,feature_72,0.9097733397375577
3097,feature_49,feature_60,0.9082854847242089
3726,feature_73,feature_77,0.8974653948267183
3740,feature_74,feature_78,0.8962864162629983
3727,feature_73,feature_78,0.8925381778523716
3739,feature_74,feature_77,0.8898736026395258
1107,feature_13,feature_68,0.8824612248783243
3620,feature_67,feature_70,0.87697418176708
2935,feature_45,feature_56,0.8713817273937748
2977,feature_46,feature_57,0.865337925331791
2553,feature_37,feature_38,0.8647657664255315
3022,feature_47,feature_62,0.8633641745031401
3820,responder_4,responder_7,0.8528168242275206
3058,feature_48,feature_59,0.8527553747064268
2662,feature_39,feature_50,0.8404010090742375
1110,feature_13,feature_71,0.8340685163366498
2803,feature_42,feature_53,0.831940874920515
1459,feature_18,feature_65,0.8306453071910834
1528,feature_19,feature_66,0.820270086287262
3659,feature_69,feature_72,0.8028525758924557
1998,feature_27,feature_28,0.7902182655790465
3763,feature_76,feature_78,0.7784550512978885
3751,feature_75,feature_77,0.7772022078160616
3752,feature_75,feature_78,0.7741929486687592
3762,feature_76,feature_77,0.7732639273242637
1812,feature_24,feature_25,0.7570144785047902
1179,feature_14,feature_67,0.7471315944064257
979,feature_12,feature_14,0.7437356237348381
1272,feature_16,feature_17,0.7401276705509695
3676,feature_70,feature_72,0.7393759777536194
3619,feature_67,feature_69,0.7391415002185532
748,feature_09,feature_11,0.7331526316194459
3024,feature_47,feature_64,0.7293832897650806
1037,feature_12,feature_72,0.7280197766089004
1053,feature_13,feature_14,0.7239517844345151
2757,feature_41,feature_52,0.7193951221205669
2892,feature_44,feature_55,0.7175246385506346
1108,feature_13,feature_69,0.7160216830821627
1683,feature_22,feature_23,0.7101297667770107
3394,feature_58,feature_60,0.7092184541733368
3815,responder_3,responder_6,0.705021733235125
1034,feature_12,feature_69,0.7020038039206742
1182,feature_14,feature_70,0.7017089329666465
1201,feature_15,feature_17,0.7008769308577306
3638,feature_68,feature_69,0.69512489712626
3692,feature_71,feature_72,0.6951070459562336
3622,feature_67,feature_72,0.6897700986703394
3814,responder_3,responder_5,0.6848925605899683
3095,feature_49,feature_58,0.6808405702728066
3504,feature_62,feature_64,0.6793317186199678
426,feature_05,feature_07,0.6772018969910799
3724,feature_73,feature_75,0.6702544919749691
3738,feature_74,feature_76,0.6660094327563683
3725,feature_73,feature_76,0.664746076299819
1111,feature_13,feature_72,0.6624468509379102
3737,feature_74,feature_75,0.6620435942315877
1183,feature_14,feature_71,0.6583826496406086
1180,feature_14,feature_68,0.6438065351371108
3657,feature_69,feature_70,0.6226458068557237
1687,feature_22,feature_27,0.6091968833497957
3239,feature_53,feature_60,0.5868687695091632
3640,feature_68,feature_71,0.5824244365460217
3658,feature_69,feature_71,0.5804548798785074
2117,feature_29,feature_30,0.5742312788414292
2799,feature_42,feature_49,0.5697931692546971
3090,feature_49,feature_53,0.5686280460138602
3134,feature_50,feature_60,0.5608374351568512
3422,feature_59,feature_60,0.5601690144275884
2661,feature_39,feature_49,0.5583215181136315
1431,feature_18,feature_37,0.5567976213937813
2810,feature_42,feature_60,0.5567213906685797
629,feature_07,feature_49,0.5536068665203394
3824,responder_5,responder_8,0.5522821460940801
2580,feature_37,feature_65,0.5509085817755173
34,feature_00,feature_35,0.5500700038239607
3234,feature_53,feature_55,0.5497073876778035
33,feature_00,feature_34,0.5492540568739988
289,feature_03,feature_35,0.5492232326500066
288,feature_03,feature_34,0.5489435221102666
477,feature_05,feature_58,0.5487238446214857
204,feature_02,feature_34,0.5484386162582106
3048,feature_48,feature_49,0.5482906787235654
205,feature_02,feature_35,0.548215571155637
3087,feature_49,feature_50,0.5450539606874304
2672,feature_39,feature_60,0.5450378053204148
3813,responder_3,responder_4,0.5441522684534883
507,feature_06,feature_07,0.536867149118691
640,feature_07,feature_60,0.5359326275309404
3237,feature_53,feature_58,0.533576561810704
1688,feature_22,feature_28,0.5323788222222157
3333,feature_56,feature_58,0.5267548224003133
286,feature_03,feature_32,0.5250884626670224
202,feature_02,feature_32,0.524995286188022
31,feature_00,feature_32,0.5244523528063894
3363,feature_57,feature_58,0.522505751150074
3126,feature_50,feature_52,0.5197733286155719
3641,feature_68,feature_72,0.5178397778305599
2937,feature_45,feature_58,0.5152139674218856
3096,feature_49,feature_59,0.5134585148338042
1200,feature_15,feature_16,0.5071962975379857
3304,feature_55,feature_60,0.5046998845976408
3059,feature_48,feature_60,0.5020026508491818
2808,feature_42,feature_58,0.49838813182391645
3303,feature_55,feature_59,0.4970277945347354
2794,feature_42,feature_44,0.49225863902821776
1432,feature_18,feature_38,0.49212103287502085
2805,feature_42,feature_55,0.4898519953471009
2978,feature_46,feature_58,0.4872051881683115
2629,feature_38,feature_65,0.4855052057739191
3204,feature_52,feature_59,0.4840761148708277
3092,feature_49,feature_55,0.47768638759481696
2653,feature_39,feature_41,0.47571022979600025
697,feature_08,feature_38,0.47198840917204454
2664,feature_39,feature_52,0.47119361367117035
2885,feature_44,feature_48,0.46960455280585345
548,feature_06,feature_48,0.46652668263864694
2886,feature_44,feature_49,0.46605472765669587
2753,feature_41,feature_48,0.4633619731941313
2890,feature_44,feature_53,0.4548591225187469
559,feature_06,feature_59,0.45335339299069727
3054,feature_48,feature_55,0.45212130776960235
3826,responder_6,responder_8,0.4512057823237126
2755,feature_41,feature_50,0.45107720484295055
1106,feature_13,feature_67,0.4496244248630625
2897,feature_44,feature_60,0.4492617986277606
3236,feature_53,feature_57,0.44585753687155905
2670,feature_39,feature_58,0.4450780400609172
3132,feature_50,feature_58,0.44364542584377054
3051,feature_48,feature_52,0.4423835218107655
2945,feature_45,feature_66,0.4419146801516847
978,feature_12,feature_13,0.440507348992964
2896,feature_44,feature_59,0.4396540123525716
3341,feature_56,feature_66,0.43242784209634966
2754,feature_41,feature_49,0.43215206645303256
2764,feature_41,feature_59,0.43137318546034137
1507,feature_19,feature_45,0.43055145301340303
3205,feature_52,feature_60,0.42948819155727497
3825,responder_6,responder_7,0.4284946825521467
1880,feature_25,feature_31,0.4248488883145626
1518,feature_19,feature_56,0.42409203178531335
2796,feature_42,feature_46,0.4192091653264248
1620,feature_21,feature_25,0.4190129313162266
