,var1,var2,correlation
3408,feature_75,feature_76,0.9592330145343148
3431,feature_77,feature_78,0.9585952900683763
3381,feature_73,feature_74,0.9577645568730051
980,feature_12,feature_67,0.9225883453659494
983,feature_12,feature_70,0.9132370114027765
165,feature_02,feature_03,0.9069447553961841
2,feature_00,feature_03,0.9054136662040778
1,feature_00,feature_02,0.9032031740459566
2360,feature_40,feature_43,0.9015394578960837
1141,feature_15,feature_17,0.8980259958939608
1121,feature_14,feature_69,0.8825366059589201
2055,feature_34,feature_35,0.8660725363068364
1124,feature_14,feature_72,0.8628271429536704
1151,feature_15,feature_30,0.8541843335138803
3186,feature_63,feature_64,0.851832671884155
1656,feature_24,feature_25,0.8411688197098276
3398,feature_74,feature_78,0.838050574800817
3384,feature_73,feature_77,0.8360744227554847
3385,feature_73,feature_78,0.8342744285197746
3397,feature_74,feature_77,0.832138375894624
1833,feature_29,feature_30,0.8286666013573654
2496,feature_43,feature_44,0.8244133195796031
2358,feature_40,feature_41,0.8228337375476087
2211,feature_37,feature_38,0.8225858836276191
1948,feature_32,feature_35,0.8014166982034474
3278,feature_67,feature_70,0.7971050841051879
1054,feature_13,feature_71,0.7928247620827765
1284,feature_17,feature_30,0.7889689308393074
3162,feature_62,feature_64,0.7850250461324992
2361,feature_40,feature_44,0.7830177457885704
2406,feature_41,feature_43,0.78083497565115
1947,feature_32,feature_34,0.7774081896844377
1051,feature_13,feature_68,0.7718254733941223
1208,feature_16,feature_17,0.7718074103276693
2593,feature_45,feature_56,0.7494954363810998
931,feature_12,feature_14,0.7453558177929209
3277,feature_67,feature_69,0.7374172175836927
2635,feature_46,feature_57,0.7319191532965976
3334,feature_70,feature_72,0.7317371914225084
1119,feature_14,feature_67,0.7215099882507943
1150,feature_15,feature_29,0.7181747737298122
3052,feature_58,feature_60,0.7144158334690381
1533,feature_22,feature_23,0.7130532516803444
1122,feature_14,feature_70,0.7025550657029972
2407,feature_41,feature_44,0.6958212478999725
712,feature_09,feature_11,0.693212031179104
2452,feature_42,feature_44,0.6918734041324462
3421,feature_76,feature_78,0.6892402580504977
3420,feature_76,feature_77,0.6849369548229305
3409,feature_75,feature_77,0.6842015932520967
2311,feature_39,feature_41,0.6841670488494959
3410,feature_75,feature_78,0.6836185817857583
982,feature_12,feature_69,0.6817623124281045
2676,feature_47,feature_58,0.6770021443797415
1448,feature_19,feature_66,0.6766176399892135
985,feature_12,feature_72,0.6743283083134816
1283,feature_17,feature_29,0.6687294257206302
406,feature_05,feature_07,0.6668327858085112
1140,feature_15,feature_16,0.6653055170778239
2755,feature_49,feature_60,0.653271996101729
1001,feature_13,feature_14,0.648600993203603
1383,feature_18,feature_65,0.6480529288038186
3478,responder_4,responder_7,0.6454480418259679
3473,responder_3,responder_6,0.645260201040195
3296,feature_68,feature_69,0.6361706478997698
3317,feature_69,feature_72,0.6307818130850195
1218,feature_16,feature_30,0.6290248902262522
661,feature_08,feature_38,0.6098914543983566
3350,feature_71,feature_72,0.600749632114577
1473,feature_20,feature_25,0.5991508957212254
3161,feature_62,feature_63,0.5967598026145096
2451,feature_42,feature_43,0.5939240501128121
1052,feature_13,feature_69,0.5876235150834086
1055,feature_13,feature_72,0.5839468263036077
2310,feature_39,feature_40,0.5813772893239848
2667,feature_47,feature_49,0.5767796351194892
2792,feature_50,feature_60,0.5763731333871566
453,feature_05,feature_58,0.5757442218125685
3280,feature_67,feature_72,0.5700295385265254
3482,responder_5,responder_8,0.5674302304747635
3080,feature_59,feature_60,0.5671348971576732
2359,feature_40,feature_42,0.5652255130686006
3315,feature_69,feature_70,0.5579383106007615
2897,feature_53,feature_60,0.5562793800843635
483,feature_06,feature_07,0.5548646885629517
