,var1,var2,correlation
3431,feature_77,feature_78,0.9579769402355877
3408,feature_75,feature_76,0.9563331299166654
3381,feature_73,feature_74,0.9544806999158708
980,feature_12,feature_67,0.9309604576915947
1141,feature_15,feature_17,0.9229630885859135
1833,feature_29,feature_30,0.9196172092491104
983,feature_12,feature_70,0.9149258392757561
2055,feature_34,feature_35,0.9100233544518643
1151,feature_15,feature_30,0.905090851180393
1121,feature_14,feature_69,0.9007196145595503
165,feature_02,feature_03,0.8987983399358535
2,feature_00,feature_03,0.8973534155036558
1,feature_00,feature_02,0.8943601835850508
1284,feature_17,feature_30,0.8826616537121534
1948,feature_32,feature_35,0.864225208456937
1124,feature_14,feature_72,0.8639424540729503
3398,feature_74,feature_78,0.8612172878645458
3384,feature_73,feature_77,0.8582323046011162
1150,feature_15,feature_29,0.8562075807576929
3385,feature_73,feature_78,0.853895258493672
1947,feature_32,feature_34,0.8521907872669626
3397,feature_74,feature_77,0.8514938153938334
1208,feature_16,feature_17,0.8381926572659326
1283,feature_17,feature_29,0.8365847102031676
2593,feature_45,feature_56,0.8362504795612512
1656,feature_24,feature_25,0.8344541715942152
3186,feature_63,feature_64,0.829093520426728
2211,feature_37,feature_38,0.8244299123861129
2360,feature_40,feature_43,0.8242626487890363
1051,feature_13,feature_68,0.8239628977612155
3278,feature_67,feature_70,0.8144845311909354
2755,feature_49,feature_60,0.8103857750927361
2635,feature_46,feature_57,0.802401850937859
3162,feature_62,feature_64,0.7921341167979442
3473,responder_3,responder_6,0.7845525536150414
3478,responder_4,responder_7,0.7814615749062455
2676,feature_47,feature_58,0.779979151881096
1140,feature_15,feature_16,0.7694935284754004
1054,feature_13,feature_71,0.7634870700349742
1448,feature_19,feature_66,0.7610300211369777
1218,feature_16,feature_30,0.7609067993702296
931,feature_12,feature_14,0.7487863582899689
1383,feature_18,feature_65,0.7482717313733835
3334,feature_70,feature_72,0.739848812089669
1119,feature_14,feature_67,0.7388486548148436
3277,feature_67,feature_69,0.7363720842761756
1217,feature_16,feature_29,0.7250975650251628
2496,feature_43,feature_44,0.7186373217663812
2358,feature_40,feature_41,0.7175220985712644
3052,feature_58,feature_60,0.7159685835055822
3482,responder_5,responder_8,0.7072562535414135
3409,feature_75,feature_77,0.6960413188262328
985,feature_12,feature_72,0.6946578206660892
1122,feature_14,feature_70,0.6946240913746901
3421,feature_76,feature_78,0.694469431718906
3410,feature_75,feature_78,0.6907541903150953
3420,feature_76,feature_77,0.689771593616523
712,feature_09,feature_11,0.6884171307822183
982,feature_12,feature_69,0.6841825521869429
2716,feature_48,feature_59,0.6775338494148518
406,feature_05,feature_07,0.6679370193177737
3317,feature_69,feature_72,0.6645502257538631
1001,feature_13,feature_14,0.6548368192223962
2320,feature_39,feature_50,0.6535466953005443
2361,feature_40,feature_44,0.6407320332813773
2406,feature_41,feature_43,0.638809277696506
2753,feature_49,feature_58,0.6317324248125918
3296,feature_68,feature_69,0.6293175368119792
1052,feature_13,feature_69,0.621692940013441
2461,feature_42,feature_53,0.6216766043145703
1598,feature_23,feature_29,0.6186538357392936
3350,feature_71,feature_72,0.6169807039091231
2667,feature_47,feature_49,0.6139464403840029
3280,feature_67,feature_72,0.6108440958136209
2452,feature_42,feature_44,0.6066937224522135
2311,feature_39,feature_41,0.5996507914556202
3161,feature_62,feature_63,0.585475225617235
1055,feature_13,feature_72,0.5797202825460175
2792,feature_50,feature_60,0.5698371935627061
3080,feature_59,feature_60,0.5682409562641692
661,feature_08,feature_38,0.5661376084629133
1355,feature_18,feature_37,0.5615689025296472
3315,feature_69,feature_70,0.5608260090295583
453,feature_05,feature_58,0.5585940245751418
2706,feature_48,feature_49,0.5576452680182632
1120,feature_14,feature_68,0.5566236069565985
2991,feature_56,feature_58,0.5539345267645247
483,feature_06,feature_07,0.5505194979550128
1533,feature_22,feature_23,0.5500168906059576
2897,feature_53,feature_60,0.5490042246041332
2678,feature_47,feature_60,0.5418121610790279
2407,feature_41,feature_44,0.5389072999541872
1599,feature_23,feature_30,0.5382759727242089
3021,feature_57,feature_58,0.5361323567352435
2595,feature_45,feature_58,0.5281196737762618
3396,feature_74,feature_76,0.5262402469515126
1123,feature_14,feature_71,0.5255905157397597
608,feature_07,feature_60,0.5243993986151364
2745,feature_49,feature_50,0.5223484286314722
3382,feature_73,feature_75,0.5184336099990979
2319,feature_39,feature_49,0.5170433527695638
3383,feature_73,feature_76,0.5164207942033527
3395,feature_74,feature_75,0.5152671073899616
2790,feature_50,feature_58,0.5102613319478879
2892,feature_53,feature_55,0.5058367036674178
2784,feature_50,feature_52,0.5055480733253033
2636,feature_46,feature_58,0.5044081700544982
2238,feature_37,feature_65,0.5024977709920574
2328,feature_39,feature_58,0.5015268459979845
1470,feature_20,feature_22,0.5012390983508094
1472,feature_20,feature_24,0.5003056501159663
2748,feature_49,feature_53,0.4982007872064987
2457,feature_42,feature_49,0.4962167123011932
2317,feature_39,feature_47,0.49514921836046344
442,feature_05,feature_47,0.4902184247729651
1473,feature_20,feature_25,0.48993914914028225
1356,feature_18,feature_38,0.489613719944242
2330,feature_39,feature_60,0.48878954179551976
660,feature_08,feature_37,0.48782537773370926
2584,feature_45,feature_47,0.4845962409708478
2454,feature_42,feature_46,0.4800968997398944
1438,feature_19,feature_56,0.47738100012602014
2895,feature_53,feature_58,0.47094214309459764
1146,feature_15,feature_23,0.4692720097495493
2674,feature_47,feature_56,0.4677189801204101
2468,feature_42,feature_60,0.4664300943846903
597,feature_07,feature_49,0.4657832482046656
3467,responder_2,responder_5,0.46563283378272785
2999,feature_56,feature_66,0.46523672169401586
1279,feature_17,feature_23,0.4649815203051539
2466,feature_42,feature_58,0.4630934823519055
1427,feature_19,feature_45,0.4630437225475908
2451,feature_42,feature_43,0.4547202895963902
2754,feature_49,feature_59,0.45394176545311765
2668,feature_47,feature_50,0.4521155290486186
2455,feature_42,feature_47,0.45167817927232434
2603,feature_45,feature_66,0.45096655613023623
3484,responder_6,responder_8,0.4470463837986823
3472,responder_3,responder_5,0.44672555040711565
2287,feature_38,feature_65,0.4442001226031287
1535,feature_22,feature_25,0.44417985527002724
2310,feature_39,feature_40,0.4427092581197077
2625,feature_46,feature_47,0.4398359050167878
2315,feature_39,feature_45,0.43964948546299
3483,responder_6,responder_7,0.439424853096658
2412,feature_41,feature_49,0.4381776260486352
2894,feature_53,feature_57,0.43381239861982834
2863,feature_52,feature_60,0.4333483175308339
2862,feature_52,feature_59,0.4316422980950431
2675,feature_47,feature_57,0.4207554507604224
1213,feature_16,feature_23,0.41805624361559773
2544,feature_44,feature_49,0.4176461958888623
2717,feature_48,feature_60,0.41650111319293087
2820,feature_51,feature_52,0.4164039755610897
2961,feature_55,feature_59,0.4159614874735615
1471,feature_20,feature_23,0.41594662377295866
606,feature_07,feature_58,0.40776047135587906
3471,responder_3,responder_4,0.4066435645990885
531,feature_06,feature_59,0.40540586449969185
192,feature_02,feature_34,0.40387088644233127
193,feature_02,feature_35,0.40333357199557934
2671,feature_47,feature_53,0.4027949973641749
272,feature_03,feature_34,0.4026605349657798
273,feature_03,feature_35,0.4025891350489068
2359,feature_40,feature_42,0.4024103154072294
2788,feature_50,feature_56,0.4018205408596052
2423,feature_41,feature_60,0.40011310168840425
2962,feature_55,feature_60,0.39940384434734166
29,feature_00,feature_34,0.3993506384732941
30,feature_00,feature_35,0.3992521325047584
2014,feature_33,feature_47,0.39624420303471164
2465,feature_42,feature_57,0.38997841403914596
930,feature_12,feature_13,0.3892530679408246
801,feature_10,feature_30,0.38922236081207545
2313,feature_39,feature_43,0.38882635128530657
1050,feature_13,feature_67,0.3864562646475451
2555,feature_44,feature_60,0.382787758216881
455,feature_05,feature_60,0.3823687596273175
3316,feature_69,feature_71,0.3804524160337979
3452,responder_0,responder_3,0.377264896835594
3451,responder_0,responder_2,0.37724825398511086
2326,feature_39,feature_56,0.3764650049535525
2747,feature_49,feature_52,0.37378407922966156
2415,feature_41,feature_52,0.3734661954944169
190,feature_02,feature_32,0.37295191595882404
3474,responder_3,responder_7,0.3724653832627
270,feature_03,feature_32,0.37107862935670666
2413,feature_41,feature_50,0.36953358343649945
2405,feature_41,feature_42,0.3681957992942973
3475,responder_3,responder_8,0.36721369322615816
3299,feature_68,feature_72,0.36682582175040823
1534,feature_22,feature_24,0.3660570302180872
27,feature_00,feature_32,0.3647376477491996
598,feature_07,feature_50,0.3633851887484065
3477,responder_4,responder_6,0.3615251230275901
789,feature_10,feature_15,0.3579835539681068
3298,feature_68,feature_71,0.35734462060379174
1053,feature_13,feature_70,0.3570136783675972
3023,feature_57,feature_60,0.3555820286346495
1853,feature_29,feature_51,0.35470003886959645
3276,feature_67,feature_68,0.354327078324826
2631,feature_46,feature_53,0.35400063987756614
2314,feature_39,feature_44,0.3533774328724918
2312,feature_39,feature_42,0.3527660875792691
445,feature_05,feature_50,0.35193259899144946
2587,feature_45,feature_50,0.3505977725086895
2548,feature_44,feature_53,0.3500653304276823
791,feature_10,feature_17,0.34885495660398047
2925,feature_54,feature_55,0.34883572847669686
2993,feature_56,feature_60,0.34758894741637947
1910,feature_30,feature_52,0.3466745979689057
3333,feature_70,feature_71,0.34593389956276877
1305,feature_17,feature_52,0.3437125518544896
2804,feature_50,feature_72,0.3435953028687211
1172,feature_15,feature_52,0.3416285732190643
444,feature_05,feature_49,0.34001295925690206
3480,responder_5,responder_6,0.33991635706102447
1854,feature_29,feature_52,0.3394294289680825
2550,feature_44,feature_55,0.3384995040721344
1909,feature_30,feature_51,0.33840435210108066
800,feature_10,feature_29,0.3370908475075079
