,var1,var2,correlation
3750,feature_75,feature_76,0.9595474484862753
3773,feature_77,feature_78,0.9589072608652318
3723,feature_73,feature_74,0.9583956159504149
1626,feature_21,feature_31,0.9572020209585833
2117,feature_29,feature_30,0.9463744202233438
2397,feature_34,feature_35,0.9274826891545681
1032,feature_12,feature_67,0.919933639163675
1201,feature_15,feature_17,0.898859869066302
1035,feature_12,feature_70,0.8977952650709025
2290,feature_32,feature_35,0.8965036666301137
1181,feature_14,feature_69,0.8928893672780566
2289,feature_32,feature_34,0.890045516820214
2553,feature_37,feature_38,0.8701566963078123
1355,feature_17,feature_30,0.8691455144133516
3740,feature_74,feature_78,0.866872385024231
3726,feature_73,feature_77,0.8651682865273101
3727,feature_73,feature_78,0.8650140477072065
3739,feature_74,feature_77,0.8610566393122234
1214,feature_15,feature_30,0.8575391063242848
173,feature_02,feature_03,0.8507452307729025
1354,feature_17,feature_29,0.8506853236883094
2,feature_00,feature_03,0.8482245780795312
3097,feature_49,feature_60,0.8477192439842863
1,feature_00,feature_02,0.8447219872277304
1184,feature_14,feature_72,0.8398362562389647
2935,feature_45,feature_56,0.8393704213443045
1213,feature_15,feature_29,0.8392582847758105
1998,feature_27,feature_28,0.8359767967055561
1272,feature_16,feature_17,0.8325789722035276
1107,feature_13,feature_68,0.8309250733173263
3018,feature_47,feature_58,0.826795001374162
3815,responder_3,responder_6,0.8234306478571629
3820,responder_4,responder_7,0.8226473980083703
1812,feature_24,feature_25,0.8222034458207961
2977,feature_46,feature_57,0.8148358032036218
3528,feature_63,feature_64,0.8076043936777976
3504,feature_62,feature_64,0.7870686879818727
2702,feature_40,feature_43,0.7785148732803909
1459,feature_18,feature_65,0.7768712640739728
1528,feature_19,feature_66,0.7702927315346284
3620,feature_67,feature_70,0.7609711847799547
3824,responder_5,responder_8,0.7442347558724677
1285,feature_16,feature_30,0.7421813899826537
3751,feature_75,feature_77,0.7309142838733426
3763,feature_76,feature_78,0.7288987167499588
3762,feature_76,feature_77,0.728847380094769
3058,feature_48,feature_59,0.7283990027292269
1284,feature_16,feature_29,0.727624295563335
3752,feature_75,feature_78,0.726066032271718
979,feature_12,feature_14,0.7260482028006755
1200,feature_15,feature_16,0.7250172975210996
1110,feature_13,feature_71,0.7249786748069637
3676,feature_70,feature_72,0.7233495578010782
3394,feature_58,feature_60,0.7166736458353504
3619,feature_67,feature_69,0.7134515687558481
1179,feature_14,feature_67,0.7134178352092958
748,feature_09,feature_11,0.6875150025887334
426,feature_05,feature_07,0.668375246383153
1037,feature_12,feature_72,0.6665889013338707
2662,feature_39,feature_50,0.6644256215444085
3095,feature_49,feature_58,0.6603141630589272
2838,feature_43,feature_44,0.658570838271948
2700,feature_40,feature_41,0.6574218573722291
1182,feature_14,feature_70,0.6536121479545594
1034,feature_12,feature_69,0.6485223204317767
2803,feature_42,feature_53,0.6450018854958398
3009,feature_47,feature_49,0.6356738497327319
1053,feature_13,feature_14,0.6346068153070937
1753,feature_23,feature_29,0.6303981139482896
3659,feature_69,feature_72,0.6083032122372735
3638,feature_68,feature_69,0.6074684475648443
3692,feature_71,feature_72,0.6059516122961959
1108,feature_13,feature_69,0.6033117598190931
1754,feature_23,feature_30,0.5919501940025095
3020,feature_47,feature_60,0.5772553013746247
3134,feature_50,feature_60,0.5754955583858798
3738,feature_74,feature_76,0.572436786966392
3724,feature_73,feature_75,0.5718177500812313
3725,feature_73,feature_76,0.5697342991020942
3333,feature_56,feature_58,0.5695184583303391
3422,feature_59,feature_60,0.569072292249417
3737,feature_74,feature_75,0.5688854179322793
1617,feature_21,feature_22,0.5659979765369932
3239,feature_53,feature_60,0.5641960517852752
3503,feature_62,feature_63,0.5635119274129505
2703,feature_40,feature_44,0.5634218206871601
1431,feature_18,feature_37,0.562939561214684
1691,feature_22,feature_31,0.5624632443565727
2748,feature_41,feature_43,0.5609276763289052
1683,feature_22,feature_23,0.5600057615269555
3622,feature_67,feature_72,0.5584560630654261
3048,feature_48,feature_49,0.557349875551224
507,feature_06,feature_07,0.5512719259515699
3363,feature_57,feature_58,0.5504205354387581
2794,feature_42,feature_44,0.5478963130831949
2653,feature_39,feature_41,0.5449595918710735
2661,feature_39,feature_49,0.5409245775615109
2937,feature_45,feature_58,0.5402317998804654
